web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665326404-127","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Chris F","19 contributions5 helpful votes","Understated elegance, excellent location, calm in the swirl of Waikiki","This is a special hotel on Waikiki and for years I have wanted to stay there and finally had an opportunity. For my tastes, too many hotels are either over-glorified shopping malls and/or blare music everywhere and leave you with no peace, and they often are overcrowded, meaning annoying waits for the elevator and a general hustle-bustle that detracts from the vacation experience. 

In contrast, the Halekulani is a clean, modern space that is an island of calm and respite, free from the usual grind that attends a stay at large, corporate-run large hotels. The hotel's public spaces are quietly elegant and open to Hawaii's prevailing trade winds, meaning they are comfortable all day and all night, even during the height of summer. The rooms are clean, simply adorned, and very comfortable, and they are lit with warm-temperature lighting (thankfully!) and include a mini-fridge and a pod-style coffee-maker.

We reserved with breakfast included in our room rate, which worked very well. Breakfast is a high-end buffet affair, like a Hawaiian version of an Israeli breakfast, with abundant tropical fruit and some Asian-food options, plus plenty of good coffee or espresso drinks. All of this is offered in a Hawaii-style, open-air setting with a beautiful view of the tropical Pacific Ocean and Diamond Head. As an alternative, guests may enjoy a white-tablecloth breakfast at Orchids, another restaurant on the hotel grounds, and enjoy similar views. 

The hotel's Waikiki location means you have endless options for food and entertainment within an easy walk. My favorite was Big Wave Dave's surf shop, not a half block away, which serves good-quality latte drinks and some light food items (believe it or not). Across the street from Big Wave Dave's is an ABC Store - a Hawaiian version of Circle K or Seven-Eleven, but nicer inside and with abundant tourist items for sale - that offers inexpensive sushi, Korean food, salads, fruit and many other food items. It's a great place to stock up on snacks and drinks for the hotel room. With a big breakfast available as part of the room charge, a light lunch is just the thing so you won't be overloaded at dinner time. Each night of our stay we went out to dinner somewhere in Waikiki with family who live nearby. On a Friday night there was a jazz duo playing softly in a hotel bar, a great spot for a nightcap.

Overall, I am so happy I had the opportunity to stay at this classy, aesthetically pleasing, comfortable hotel with first-class service. I hope to get back soon.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665326404-128","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","mjsnz1","Auckland Central, New Zealand20 contributions10 helpful votes","Halekulani Heaven","The location is the best in Waikiki…the staff are simply amazing…the many spaces that have been created are fabulous and the food is outstanding. It’s a place where you can relax and be pampered…wonderful","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
"1665326404-129","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ck will","1 contribution2 helpful votes","Anniversary Couples Trip","We had an amazing time! The staff, food, room, ocean views and service was the absolute best! The grounds of this hotel are the most beautiful Ive ever seen. Looking forward to coming back soon for another stay!","Date of stay: August 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-130","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","007Martiny","Baar, Switzerland22 contributions42 helpful votes","Close to heaven","One of the best hotels in the world. Superior service, everybody at the pool knew our names after one day and provided us always with fresh water and little treats. The little beach in front of the hotel is not to crowded, every night live music and only steps away from hundreds of shops and restaurant… without being too touristic like all the other hotels around. Clearly a hidden gem. Cannot wait to come back!!","Date of stay: July 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-131","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ErwinFromBelgium","Antwerp, Belgium194 contributions278 helpful votes","Great to be back.","Stayed (unfortunately) only one night during a multi island trip; this was our second time at the Halekulani after our honeymoon in 2005.
The hotel still is as gorgeous.

Our connecting rooms were very well appointed, with great ocean views and offering a good night’s sleep.

The location is super and we loved jumping straight into the warm ocean for some water fun.

Had lovely drinks at the House without a Key (thanks Cenon) and later a lovely dinner at the same place.
Breakfast buffet was a little too basic (we had to pay additionally for some avocado - which unfortunately was not ripe).

Halekulani is all about service from the very swift check in/out, via the pool service up to Shun offering to pick up our lost luggage from HNL. 

Next time, we will make sure to spend a couple of days.","Date of stay: July 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-132","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","gettoknowtheworld99","Graz, Austria4 contributions","beautiful","wonderfull place to stay; best views; friendly stuff all over the place; highly to recommend
good restaurants, live music every day, pool service, nice bar, at the beach
clean rooms, room service 24/7 
helpfull concierge 
just as it should be","Date of stay: July 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-133","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","cvjnz","6 contributions4 helpful votes","We’ll be back ;-)","We have stayed at a number of hotels in this area in the past and the Halekulani is definitely our pick. 
This was our first visit but we will certainly stay again in the future. Excellent staff, very friendly and nothing was a problem. Spectacular views of the ocean and Diamond Head from our room (1465).","Date of stay: July 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-134","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Nikki T","Melbourne, Australia262 contributions69 helpful votes","Summer fun for couples","We enjoyed our stay! The staff are friendly and welcoming with great service. 

Bottled water is provided by the pool as well as the occasional morning snack, complimentary. We were able to get sun lounges everyday. We prefer staying at hotels that aren’t packed with guests and felt the ratio was correct here. We did have to ask a few times for water, a small thing if we are being picky. Perhaps guests could help themselves or maybe there could be a refill water station. 

The food was good; get the coconut cake from house without a key as well as the le mint drink. We dined at Orchids and La Mer and enjoyed it all.

The only area for improvement is the gym. There aren’t many free weights and the space is really small. We didn’t have what we needed so missed training for the week.

We would stay again for sure!","Date of stay: July 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-135","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Kendra D","9 contributions","Beyond all expectations","This hotel exceeded every expectation we had and made for the most sublime vacation experience we have ever had. Beautiful property, exceptional accommodations and wonderful food and entertainment. We will be back!","Date of stay: July 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-136","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Dave Ferran","1 contribution","Best pool in the world !","Fantastic hotel.  Elegant, sophisticated, approachable.  Rooms are beautiful.  Best place to stay in Waikiki.
- pool experience over the top, treats throughout the day
- food and beverage excellent
- nightly Hawaiian music/dancing is the best
- room cleanliness and turn down service are the best","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
"1665326404-137","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Chris B","2 contributions","Relaxation station","Relaxing amazing - blissful.. great way of relaxing after a long and intense journey, by sea.. so comfortable/ beautiful.. 
amazing sheets, bed and services.. staff super friendly and the restaurants/ bar on point.
Location is excellent- heaven","Date of stay: July 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-138","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Christine P","1 contribution","Amazing holiday experience","Staying at Halekulani is such a good experience for us. For these reasons:

1. Our check in was so smooth and did not wait for our room to be available
2. Its an beachfront hotel so you get to spoil yourself with the view specially in the morning.
3. It is walking distance to a lot of shop in case you need anything at all
4. They have an amazing restaurants and food were great!
5. Staff were all nice specially the housekeepers, i love them!
6. They have an equipped gym - i used it for the whole duration of my stay
7. The pool area is so nice even just to hangout and read
8. On the pool deck - there is a surfing lesson & rentals called GoneSurfingHawaii - it was great!
9. Lastly,  Easy Check-out :)

Mostly all our needs in the duration of our stay were here in Halekulani. Will absolutely go back here again.","Date of stay: July 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-139","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Serge G","Basel, Switzerland14 contributions13 helpful votes","A gem in the midst of Waikiki","From A-Z just a fantastic experience. Service in all parts of the facility very good to outstanding. Choice of restaurants and food is just wonderful. And at the poolside you get spoiled with little treats the whole day. House befitting heaven meets it definitely!","Date of stay: July 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
