web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665423503-37","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Pepi P","1 contribution","Best hotel in Waikiki!","By far, the best hotel we have stayed in Honolulu. Amazing service all round and gorgeous room with stunning views. Location is awesome if you don't want to be in the busy Waikiki area. 3 minute stroll to the beach and 6 minute stroll to Hilton Hawaiian Village. Will definitely be back!","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-38","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","John Bush","San Francisco, California5 contributions5 helpful votes","Best experience","Trump International Hotel Waikiki is the best place,  We decided to try Trump's Waikiki during our June 2022...We were pleasantly surprised by the outstanding service and experience in our first stay at a Trump property. Everyone at the hotel was...","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-39","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Gary C","2 contributions","Second to none","Trump International is a fabulous hotel in the heart of Waikiki and within walking distance to everywhere in Waikiki.
Service levels in this hotel are second to none. 
The rooms are clean, the staff are professional and friendly, and know how to treat people properly.
Truly a first class property .  GS","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
"1665423503-40","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","eb492pira2","1 contribution","Great service, amenities and experience.","We were pleasantly surprised by the outstanding service and experience in our first stay at a Trump property. Everyone at the hotel was very helpful and provided excellent service. Food was excellent at the cafe as well.","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-41","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","539hait","Rancho Santa Margarita, United States9 contributions6 helpful votes","Excellent Hotel and A Must Stay in Waikiki","We normally stay at national chain hotels during our prior visits to Honolulu.  We decided to try Trump's Waikiki during our June 2022 visit.  We didn't regret choosing this hotel.  From pre-arrival information to check-in process, dining experience, spa service, and staff enthusiasms.  One can tell that employees are happy to work here.  It shows when they are responding to your request(s).  The level of services is well above most national chain hotels, even for upscale national chains.  We'll definitely be coming back to this hotel when visiting Waikiki.  The service/attention to details definitely make our stay very enjoyable.  We wish our stay can be longer!  You will not regret choosing this hotel.","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-42","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","BuffaloCubs","Jamestown, Chautauqua County, New York3 contributions","Great Stay at Trump Waikiki","From the moment we arrived to the time we left all staff members were friendly and helpful. We were celebrating our honeymoon and very much appreciated the surprise card, chocolate, and champagne bottle in our room. Room was clean and spacious. Breakfast each morning was excellent. Infinity pool looking out over the city at night added to the experience as well. Nice location close to the main street and short walk to the beach. I'm glad we chose to stay at Trump Waikiki!","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-43","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Campbjen","San Antonio, Texas1 contribution","Wonderful location, staff, and quality service. They treat you like royalty and are so kind.","We especially loved the ube cookies. So delicious. Everything was 5 star. There is value to caring people who make you feel at home when your traveling. It’s the exprience that makes a memory everlasting","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-44","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","calinn_13","Walnut Creek, California263 contributions94 helpful votes","Great Hotel","Wonderful % star hotel and it shows. We stayed in a Executive 2 bedroom suite on the 35th floor. Wonderful views of the Waikiki skyline and Beach. Having a kitchen was wonderful, it was stocked with everything you need to cook meals(minus the food of course). The room was exceptionally clean and the housekeeping was done daily to a very high standard. No issues while on our stay (13 days). Ordered room service one time only. Ordered the day before to have it up in the room at 7:15am and they were right on time. Great stay , I would definitely recommend.","Date of stay: June 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-45","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","precylorenzo","1 contribution","Awesome!","The service is great and workers are Awesome very friendly and polite. Appliances are clean beds are very comfortable and all the amenities we need are there.The views are Spectacular. Very recommended Hotel.","Date of stay: June 2022","null","ui_bubble_rating bubble_50"
"1665423503-46","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Patraveler222","Philadelphia, Pennsylvania40 contributions9 helpful votes","Beautiful hotel in heart of Wakiki","Wonderful stay for our family of 5. 
Lots of space .  Gorgeous views .   Nice amenities .  Full
Kitchen was helpful for
Serving up breakfast.   Refillable water bottles were a nice touch.  Used them throughout
Entire vacation.","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
"1665423503-47","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","swalte928173","San Bernardino, California1 contribution","Family Vacation","Our entire experience from arrival to departure at Trump Waikiki was incredible. All the staff were extremely helpful, pleasant & happy to be of service! We enjoyed ourselves immensely & hope to return again!","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
"1665423503-48","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","697gary","Wheaton, Illinois1 contribution1 helpful vote","The Trump International Hotel Waikiki “trumps all others”","What an experience! We have traveled internationally throughout Europe, Asia, Africa, Canada, Central America and the US and this hotel experience was the best ever. From the moment the bellmen (Lawrence and Dean) greeted us to the front desk experience with Brent and on we were served at every turn. The room amenities, view, cleanliness, safety, and ambience topped any experience we have had in a hotel. WOW! You will not regret your stay if you vacation at the Trump in O’hau.","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
"1665423503-49","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","juliehw01","1 contribution1 helpful vote","Outstanding Hotel!","Amazing hotel! Spacious, breathtaking views from all rooms, full kitchen, washer/dryer in suite, beautiful bathrooms, all amenities one could possibly ask for along with the most exceptional staff that caters to your every need - makes this hotel one of a kind. The staff goes above and beyond to make you feel at home! Each person is warm, loving, helpful, and very knowledgeable of the area. The best hotel I have every stayed at!","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
"1665423503-50","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Kitten K","Spicewood, Texas5 contributions1 helpful vote","Highly  recommend it!","The details at Trump Waikiki are fantastic!  Everything is simple but elegant from water bottles to room service trays, from great soaking bathtub to full kitchen.  And location is great, easy to beach, plenty of shops and restaurants within walking distance, trolley stop and scooters on same block.  I highly recommend experiencing Waikiki at the Trump Hotel.  The personnel delivered impeccable service.","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
"1665423503-51","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","pkilgo287117","1 contribution","Impressive experience","We received exceptional service from every staff member we came in contact with at Trump Waikiki. Our stay was the most remarkable of any of our other vacations in the past. We loved to stay in nice resorts, but the smooth experience and luxury accommodations were above our expectations.","Date of stay: May 2022","null","ui_bubble_rating bubble_50"
